rank,score,address,neighborhood,supervisor_district,nov_count,last_nov_date,units,year_built,assessed_improvement_value,block,lot,parcel_number,lat,lng
279,36.24,2803 Greenwich St,Marina,2,1,2025-08-08,4,1900,638624,0941,033,0941033,37.7975318,-122.446007354
280,36.24,2634 Judah St,Sunset/Parkside,4,2,2023-03-27,4,1954,64067,1786,015,1786015,37.76135233,-122.490490785
281,36.19,2210 Stockton St,North Beach,3,1,2022-10-31,170,1968,4547828,0033,003,0033003,37.806554142,-122.409937085
282,36.16,1618 Mason St,Chinatown,3,2,2022-03-07,28,1912,2378678,0129,019,0129019,37.798572543,-122.411782134
283,36.14,1135 Church St,Noe Valley,8,1,2025-07-21,5,1925,658704,3650,031A,3650031A,37.752671887,-122.427233313
284,36.13,935 Ofarrell St,Tenderloin,5,1,2024-11-06,28,1915,2087687,0718,019,0718019,37.784631682,-122.420134605
285,36.13,2711 Octavia St,Marina,2,1,2025-02-12,12,1974,1699705,0543,004,0543004,37.797365162,-122.429139126
286,36.06,1018 Mission St,South of Market,6,2,2022-02-10,2,1911,3060000,3703,081,3703081,37.780703979,-122.40945227
287,36.03,330 Presidio Av,Presidio Heights,2,1,2025-02-03,8,1907,1767014,1007,019,1007019,37.788708246,-122.446779459
288,36.01,378 Golden Gate Av,Tenderloin,5,1,2023-01-12,111,1911,5151057,0346,006,0346006,37.781768141,-122.416850735
289,36.0,568 Shotwell St,Mission,9,1,2025-06-02,6,1903,880624,3594,040,3594040,37.759282257,-122.416138897
290,35.98,2110 Jackson St,Pacific Heights,2,1,2021-11-02,24,1937,10425483,0590,003,0590003,37.793297146,-122.43020774
291,35.98,4605 Balboa St,Outer Richmond,1,1,2025-06-06,9,1927,763514,1597,001,1597001,37.775067571,-122.508288492
292,35.95,1225 Pine St,Nob Hill,3,1,2025-01-27,18,1908,1521171,0277,023,0277023,37.789907888,-122.416015419
293,35.87,1249 Ingalls St,Bayview Hunters Point,10,1,2022-01-12,51,1976,9165628,4714,005,4714005,37.729879708,-122.379525765
294,35.87,1269 Pacific Av,Nob Hill,3,1,2025-09-03,3,1907,109561,0183,031,0183031,37.795522256,-122.416059141
295,35.84,531 41st Av,Outer Richmond,1,1,2025-08-22,2,1903,202935,1503,005,1503005,37.778605815,-122.502150287
296,35.82,456 Clipper St,Noe Valley,8,1,2025-09-03,3,1906,68319,6546,017,6546017,37.749061331,-122.435166537
297,35.81,1155 Alabama St,Mission,9,3,2020-08-03,6,1900,1891761,4207,023,4207023,37.753378652,-122.410751323
298,35.8,434 05th Av,Inner Richmond,1,3,2021-04-09,3,1906,47944,1540,037,1540037,37.78032851,-122.462831757
299,35.75,1636 Revere Av,Bayview Hunters Point,10,2,2022-12-19,4,1930,344373,5339,004,5339004,37.732173948,-122.390530323
300,35.73,4950 California St,Inner Richmond,1,1,2025-04-08,12,1923,901427,1371,024,1371024,37.784712076,-122.470731054
301,35.61,2459 Polk St,Russian Hill,3,1,2025-04-23,12,1923,679917,0526,001,0526001,37.799500844,-122.422783409
302,35.59,865 Greenwich St,Russian Hill,3,1,2025-07-30,2,1907,138595,0091,047,0091047,37.801592854,-122.413832522
303,35.57,766 Hayes St,Hayes Valley,5,3,2021-01-07,3,1900,532500,0805,015,0805015,37.776372049,-122.429042912
304,35.52,607 Oak St,Hayes Valley,5,3,2020-12-01,6,1906,696942,0842,001A,0842001A,37.773902769,-122.429503164
305,35.48,425 08th Av,Inner Richmond,1,1,2025-05-01,4,1924,676002,1536,003,1536003,37.780359219,-122.466716275
306,35.45,1045 Post St,Tenderloin,3,1,2025-05-20,9,1915,390064,0693,023,0693023,37.786686018,-122.418962923
307,35.34,3090 24th St,Mission,9,1,2025-06-09,4,1878,248794,3640,023,3640023,37.752706955,-122.413790651
308,35.34,830 Post St,Nob Hill,3,1,2025-04-30,16,1917,283224,0300,003D,0300003D,37.787666168,-122.415594461
309,35.32,555 Ofarrell St,Tenderloin,5,1,2023-08-07,41,1924,4515966,0323,022,0323022,37.785393548,-122.413894795
310,35.31,1840 Turk St,Western Addition,5,1,2024-12-02,15,1927,1413939,1129,032,1129032,37.779853341,-122.439427313
311,35.3,1501 Revere Av,Bayview Hunters Point,10,2,2022-09-06,5,1931,692746,5341,001,5341001,37.730511735,-122.388594422
312,35.27,637 Spruce St,Presidio Heights,2,1,2025-06-26,2,1900,91939,1065,009,1065009,37.783073677,-122.453754781
313,35.26,110 Walnut St,Presidio Heights,2,1,2025-05-29,4,1900,252304,0984,024,0984024,37.79028453,-122.448867055
314,35.25,729 Guerrero St,Mission,9,1,2025-03-10,3,1908,880023,3597,039,3597039,37.759493699,-122.423301279
315,35.18,3653 16th St,Castro/Upper Market,8,3,2021-01-06,2,1900,196939,3562,029,3562029,37.763866492,-122.434434734
316,35.16,1340 12th Av,Inner Sunset,7,3,2021-01-20,3,1902,44564,1766,036,1766036,37.763079727,-122.469135763
317,35.07,1651 Oak St,Haight Ashbury,5,1,2025-02-13,3,1907,902191,1223,021,1223021,37.771675042,-122.446588514
318,35.06,1701 Turk St,Western Addition,5,1,2024-09-19,18,1927,1673289,1154,001,1154001,37.779672221,-122.437309575
319,35.03,466 Linden St,Hayes Valley,5,1,2025-05-07,4,1900,205748,0818,037,0818037,37.776200927,-122.425561599
320,35.02,212 Valencia St,Mission,9,1,2025-04-14,5,1906,354097,3533,003,3533003,37.769547947,-122.42263319
321,34.99,6271 03rd St,Bayview Hunters Point,10,1,2025-05-22,2,1915,103484,4967,021,4967021,37.721280666,-122.395785651
322,34.98,2744 Harrison St,Mission,9,1,2025-04-28,4,1900,224097,3640,006,3640006,37.753496834,-122.412336733
323,34.95,3951 Mission St,Bernal Heights,9,1,2025-03-18,4,1952,512552,5802,031,5802031,37.734391051,-122.425279122
324,34.95,33 Hemway Tr,Lone Mountain/USF,1,1,2025-05-02,2,1922,217841,1173,001M,1173001M,37.776173751,-122.448488261
325,34.9,414 Bryant St,Financial District/South Beach,6,1,2025-03-04,3,1907,595000,3763,008,3763008,37.782903457,-122.394240538
326,34.88,614 Pine St,Financial District/South Beach,3,1,2023-11-07,66,1908,2829888,0257,009,0257009,37.791643522,-122.405984969
327,34.87,1526 Great Hy,Sunset/Parkside,4,1,2025-02-26,8,1954,502484,1894,037,1894037,37.757891176,-122.508642205
328,34.83,1465 South Van Ness Av,Mission,9,3,2020-10-27,3,1900,384235,6526,016,6526016,37.74974914,-122.415666658
329,34.81,895 31st Av,Outer Richmond,1,1,2024-11-25,9,1929,1130446,1674,006,1674006,37.772520807,-122.490812437
330,34.65,1229 Folsom St,South of Market,6,1,2025-03-05,4,1909,324985,3756,044,3756044,37.774424371,-122.410358397
331,34.65,53 Mccoppin St,Mission,6,2,2022-07-06,6,1908,531439,3513,056,3513056,37.771434689,-122.42144157
332,34.65,436 Central Av,Lone Mountain/USF,5,1,2025-03-26,4,1900,170403,1207,024,1207024,37.773792538,-122.444022997
333,34.4,6674 03rd St,Bayview Hunters Point,10,1,2025-03-07,4,1964,81705,5476,012,5476012,37.718403186,-122.398265968
334,34.39,538 18th Av,Outer Richmond,1,1,2024-12-26,2,1914,653271,1560,037,1560037,37.777758365,-122.476713912
335,34.37,205 09th St,South of Market,6,3,2019-08-06,2,1907,3391175,3729,082,3729082,37.775035486,-122.412816948
336,34.31,775 Corbett Av,Twin Peaks,8,1,2024-09-06,8,1972,1288133,2763,038,2763038,37.754311545,-122.442335719
337,34.28,873 Capp St,Mission,9,1,2024-10-04,8,1900,1044153,3642,051A,3642051A,37.752762739,-122.417049334
338,34.26,12 Beckett St,Chinatown,3,2,2022-05-04,10,1908,557676,0177,019,0177019,37.796328064,-122.406259306
339,34.24,2647 Anza St,Outer Richmond,1,1,2025-02-12,4,1921,100994,1560,045,1560045,37.778373795,-122.476801894
340,34.12,292 Williams Av,Bayview Hunters Point,10,1,2025-01-08,2,1906,304288,5405,041,5405041,37.730363319,-122.398726395
341,34.11,2906 Folsom St,Mission,9,1,2024-12-02,4,1900,526449,6525,001,6525001,37.750734777,-122.414200818
342,34.07,1378 47th Av,Sunset/Parkside,4,1,2024-12-27,3,1913,318620,1801,025,1801025,37.760808963,-122.50670047
343,34.06,1200 Valencia St,Mission,9,1,2023-07-20,21,1923,3920000,3644,020,3644020,37.753489292,-122.421069599
344,34.06,1651 Larkin St,Russian Hill,3,1,2024-09-26,12,1910,810151,0620,002,0620002,37.793211769,-122.419822697
345,34.02,525 Duncan St,Noe Valley,8,1,2025-01-24,3,1965,59318,6603,040,6603040,37.745553076,-122.431899648
346,33.99,320 Hamilton St,Portola,9,1,2024-12-05,4,1963,391342,5988,019,5988019,37.726768451,-122.410158833
347,33.99,1075 Ofarrell St,Western Addition,2,3,2020-02-24,12,1922,1264641,0719,012A,0719012A,37.784439993,-122.422295024
348,33.94,899 Oak St,Haight Ashbury,5,4,2019-01-30,13,1911,222042,0844,024,0844024,37.773459701,-122.433777022
349,33.94,1005 Church St,Noe Valley,8,1,2024-11-01,6,1909,556423,3629,037,3629037,37.754712066,-122.427440697
350,33.91,124 Teddy Av,Visitacion Valley,10,1,2024-12-03,2,1916,373125,6208,008,6208008,37.714253271,-122.404829764
351,33.86,1416 Grant Av,North Beach,3,1,2023-04-06,44,1907,4009715,0115,019,0115019,37.800022442,-122.407143153
352,33.86,3003 Harrison St,Mission,9,4,2019-02-26,3,1923,171943,4338,026,4338026,37.749328626,-122.411309832
353,33.83,348 08th Av,Inner Richmond,1,1,2024-12-09,6,1962,165775,1439,030,1439030,37.781953549,-122.466171386
354,33.73,40 Cashmere St,Bayview Hunters Point,10,1,2023-07-14,4,1900,4034389,4720,010,4720010,37.735999805,-122.382629281
355,33.71,1690 Bay St,Marina,2,1,2024-04-05,18,1931,1672800,0460A,013,0460A013,37.803089095,-122.434725541
356,33.68,86 Chenery St,Glen Park,8,1,2024-07-12,16,1906,938282,6656,019,6656019,37.739990126,-122.425773194
357,33.67,379 Naples St,Excelsior,11,1,2024-11-05,2,1900,367200,6020,020,6020020,37.722594397,-122.429544305
358,33.64,643 Oak St,Hayes Valley,5,4,2019-01-22,9,1900,92618,0842,026,0842026,37.773801464,-122.429889365
359,33.57,3053 24th St,Mission,9,1,2024-03-20,15,1908,1732676,6521,001,6521001,37.752397907,-122.413273048
360,33.5,550 06th Av,Inner Richmond,1,1,2024-10-10,3,1906,379640,1548,037,1548037,37.778147445,-122.463746969
361,33.5,530 Grove St,Hayes Valley,5,1,2024-08-12,10,1900,674815,0794,022,0794022,37.777695795,-122.425530642
362,33.41,55 Valparaiso St,Russian Hill,3,2,2022-03-03,6,1908,319466,0091,027,0091027,37.801193378,-122.413592961
363,33.38,1457 Hyde St,Russian Hill,3,1,2024-10-30,3,1908,110732,0186,002,0186002,37.79432762,-122.418339212
364,33.38,28 Rausch St,South of Market,6,1,2024-09-17,3,1908,447082,3730,063,3730063,37.776587406,-122.410267134
365,33.31,95 Grand View Av,Twin Peaks,8,1,2024-02-22,10,1958,1804513,2748,012,2748012,37.75656925,-122.439953339
366,33.24,133 Jasper Pl,North Beach,3,2,2022-01-28,4,1907,455806,0103,026,0103026,37.800984472,-122.408589188
367,33.22,3505 17th St,Mission,8,1,2024-08-09,5,1908,546820,3578,001,3578001,37.763009094,-122.424214265
368,33.21,859 Greenwich St,Russian Hill,3,2,2022-03-15,3,1910,106174,0091,048,0091048,37.801590078,-122.413751314
369,33.21,1140 Pine St,Nob Hill,3,1,2024-04-01,23,1911,1117566,0252,009,0252009,37.790655885,-122.414641285
370,33.13,626 Ellis St,Tenderloin,5,1,2024-05-30,14,1923,794387,0321,012,0321012,37.784604568,-122.416568234
371,33.12,633 Olmstead St,Portola,9,1,2024-10-02,2,1954,110592,6150,034,6150034,37.7209218,-122.408042492
372,33.09,380 Eddy St,Tenderloin,5,1,2024-06-18,11,1908,684050,0333,012,0333012,37.784053889,-122.413943018
373,33.0,1335 Clay St,Nob Hill,3,1,2024-03-27,14,1914,1158126,0220,034,0220034,37.792912127,-122.415127179
374,33.0,5256 03rd St,Bayview Hunters Point,10,1,2024-08-23,3,1917,275874,5411,011,5411011,37.729928454,-122.392788234
375,32.99,1819 Golden Gate Av,Western Addition,5,1,2023-10-12,16,1925,2377972,1157,002A,1157002A,37.778236903,-122.440551935
376,32.98,2221 Pacific Av,Pacific Heights,2,1,2024-05-21,5,1900,928557,0589,021,0589021,37.793395386,-122.432339144
377,32.97,199 14th St,Mission,9,1,2024-04-22,16,1909,891378,3549,043,3549043,37.768258001,-122.417473219
378,32.97,3405 Geary Bl,Lone Mountain/USF,2,2,2022-01-04,2,1900,430660,1085,031,1085031,37.781117157,-122.45544731
379,32.97,2266 Union St,Marina,2,1,2024-02-13,5,1904,1665438,0534,017,0534017,37.79722869,-122.436646299
380,32.97,126 Laguna St,Hayes Valley,8,3,2019-08-02,7,1900,1984878,0856,013,0856013,37.77225228,-122.425133301
381,32.96,594 Valencia St,Mission,9,3,2019-08-14,24,1907,1497817,3568,012,3568012,37.76344776,-122.42204332
382,32.95,88 06th St,South of Market,6,1,2019-08-07,152,1912,10901953,3703,029,3703029,37.7809217,-122.409163839
383,32.92,2575 Washington St,Pacific Heights,2,1,2024-04-12,7,1915,1125957,0611,024,0611024,37.791183397,-122.435448217
384,32.9,1506 Sanchez St,Noe Valley,8,2,2022-01-05,3,1900,336600,6613,003,6613003,37.744882392,-122.429282592
385,32.87,3756 24th St,Noe Valley,8,1,2024-04-24,9,1900,942422,3650,018,3650018,37.751868993,-122.426576963
386,32.83,188 Guerrero St,Mission,8,3,2020-02-06,3,1900,512942,3534,013,3534013,37.768231281,-122.424711145
387,32.79,140 Graystone Tr,Castro/Upper Market,8,1,2024-01-25,9,1951,1553691,2719B,006,2719B006,37.757248842,-122.446535004
388,32.78,1858 Stockton St,North Beach,3,1,2024-07-29,2,1915,279668,0077,032,0077032,37.803080092,-122.409490037
389,32.7,551 Greenwich St,North Beach,3,1,2024-07-17,8,1911,160994,0088,026,0088026,37.802117463,-122.408743539
390,32.68,387 30th St,Glen Park,8,2,2022-01-10,3,1900,88800,6654,056,6654056,37.741758203,-122.428589294
391,32.67,642 Lombard St,North Beach,3,1,2024-04-16,5,1958,902442,0064,012,0064012,37.80322052,-122.412194494
392,32.64,281 14th St,Mission,9,1,2024-03-21,22,1907,689592,3548,040,3548040,37.768120276,-122.419457418
393,32.55,1011 South Van Ness Av,Mission,9,1,2024-07-05,3,1900,223043,3614,030,3614030,37.756945942,-122.416415317
394,32.54,591 Naples St,Excelsior,11,1,2024-06-24,2,1927,326233,6090,015A,6090015A,37.719340906,-122.432010008
395,32.54,176 Valparaiso St,Russian Hill,3,2,2021-11-23,5,1907,278768,0092,045,0092045,37.801190885,-122.415682859
396,32.53,540 Clayton St,Haight Ashbury,5,3,2019-12-11,5,1900,624369,1231,021,1231021,37.77019923,-122.448364495
397,32.5,630 Filbert St,North Beach,3,1,2024-07-03,4,1910,168724,0089,014,0089014,37.801582321,-122.409968228
398,32.48,674 Castro St,Castro/Upper Market,8,3,2019-07-17,5,1900,1694875,2696,011,2696011,37.758090637,-122.435145869
399,32.45,233 Parker Av,Lone Mountain/USF,2,1,2024-01-25,14,1963,1117733,1086,035,1086035,37.780958165,-122.454416247
400,32.45,552 Arlington St,Glen Park,8,1,2024-07-22,2,1906,21935,6726,020,6726020,37.73429954,-122.431160187
401,32.45,32 Landers St,Castro/Upper Market,8,1,2024-05-28,2,1900,445230,3544,034,3544034,37.767216902,-122.42813074
402,32.45,118 San Jose Av,Mission,9,1,2024-07-01,4,1880,135405,3645,003,3645003,37.752541646,-122.421800704
403,32.44,4308 California St,Inner Richmond,1,1,2024-04-29,2,1908,655951,1365,013,1365013,37.78535864,-122.463796745
404,32.39,130 Cashmere St,Bayview Hunters Point,10,1,2023-11-10,24,1973,1412515,4710,002,4710002,37.736126373,-122.384179451
405,32.37,5250 Mission St,Outer Mission,11,1,2024-05-29,4,1924,312120,7031,002A,7031002A,37.715231943,-122.442357986
406,32.29,3321 21st St,Mission,9,1,2023-09-27,12,1904,1928255,3617,079,3617079,37.756625799,-122.421629244
407,32.17,3503 Mission St,Bernal Heights,9,1,2024-02-07,6,1909,936360,5674,023,5674023,37.740806234,-122.422613694
408,32.1,1287 Arguello Bl,Inner Sunset,7,1,2024-03-29,3,1908,545904,1750,008,1750008,37.764715349,-122.458050304
409,32.06,270 Pennsylvania Av,Potrero Hill,10,1,2024-04-16,2,1965,393131,4000,010,4000010,37.763134165,-122.393978906
410,32.02,12 Neptune St,Bayview Hunters Point,10,1,2024-05-15,3,1907,109549,5406,004,5406004,37.730848415,-122.39725038
411,31.98,1040 Montgomery St,North Beach,3,1,2024-04-02,5,1906,360143,0143,012,0143012,37.798784012,-122.403744229
412,31.97,3062 Franklin St,Marina,2,1,2024-04-01,3,1923,406238,0479,011A,0479011A,37.802901282,-122.426184043
413,31.97,1137 De Haro St,Potrero Hill,10,1,2024-03-27,3,1900,442652,4160,041,4160041,37.755456659,-122.400392748
414,31.97,416 Holloway Av,Oceanview/Merced/Ingleside,11,1,2024-04-02,4,1957,369574,6941,066,6941066,37.722013881,-122.45748973
415,31.96,1101 Castro St,Noe Valley,8,1,2024-05-09,4,1912,83321,3655,032,3655032,37.752787213,-122.433902351
416,31.84,4005 California St,Inner Richmond,1,2,2020-01-06,12,1923,4699871,1362,014,1362014,37.785317713,-122.460557188
417,31.8,1196 Broadway,Nob Hill,3,1,2024-03-11,12,1924,197041,0151,025,0151025,37.796815993,-122.41663698
418,31.77,784 Vallejo St,Chinatown,3,2,2021-08-25,4,1907,265374,0130,021,0130021,37.798598444,-122.410176514
419,31.71,3590 21st St,Castro/Upper Market,8,1,2023-04-27,12,1971,2546899,3606,084,3606084,37.756739917,-122.427594015
420,31.69,4758 Mission St,Outer Mission,11,2,2021-05-20,3,1916,948897,6956,024,6956024,37.722031648,-122.437356583
421,31.66,3829 Geary Bl,Inner Richmond,1,2,2021-07-28,3,1926,394944,1542,045,1542045,37.780880873,-122.460508957
422,31.63,1951 Oak St,Haight Ashbury,5,3,2019-09-30,6,1926,298648,1226,027,1226027,37.77106036,-122.451408297
423,31.62,183 21st Av,Outer Richmond,1,1,2024-03-18,2,1914,204000,1381,014,1381014,37.784406179,-122.481032867
424,31.62,330 Hamilton St,Portola,9,1,2024-02-26,4,1963,313640,5988,020,5988020,37.726658844,-122.410113591
425,31.62,820 O'farrell St,Tenderloin,5,2,2021-04-14,54,1916,0,0716,003,0716003,37.785370104,-122.418432338
426,31.62,1264 03rd Av,Inner Sunset,7,1,2024-03-13,3,1905,215766,1751,020,1751020,37.764988363,-122.459648
427,31.58,550 Guerrero St,Mission,8,1,2023-12-20,6,1909,749861,3578,009,3578009,37.762190274,-122.424142053
428,31.57,5 Bird St,Mission,9,1,2024-02-15,4,1955,357317,3577,059,3577059,37.762106248,-122.422397278
429,31.49,1165 Francisco St,Russian Hill,2,1,2022-08-17,12,1925,4271393,0478,016,0478016,37.803040573,-122.424220587
430,31.39,2448 Mission St,Mission,9,1,2023-10-26,7,1900,971697,3609,007,3609007,37.757784345,-122.41927062
431,31.35,276 Lexington St,Mission,9,1,2024-01-26,4,1962,299923,3596,087,3596087,37.758958791,-122.420755495
432,31.29,527 Dolores St,Mission,8,1,2024-01-02,6,1913,384235,3587,042,3587042,37.761002223,-122.425635982
433,31.27,2399 Folsom St,Mission,9,1,2023-09-22,8,1902,1092420,3593,007,3593007,37.759070569,-122.414398699
434,31.24,5306 Mission St,Outer Mission,11,1,2024-01-17,3,1925,288711,7043,001A,7043001A,37.714574995,-122.443022886
435,31.24,4229 Cesar Chavez St,Noe Valley,8,1,2023-12-05,4,1964,593296,6582,026,6582026,37.747006999,-122.434392823
436,31.15,822 Masonic Av,Lone Mountain/USF,5,3,2019-07-15,4,1912,482123,1208,036,1208036,37.773602618,-122.445782547
437,31.11,100 Chattanooga St,Noe Valley,8,1,2024-01-02,6,1965,214705,3629,001,3629001,37.75482071,-122.426883245
438,31.04,2090 Broadway,Pacific Heights,2,1,2021-08-06,39,1936,6093954,0566,014A,0566014A,37.795019048,-122.431464923
439,30.96,3700 20th St,Mission,8,1,2023-05-22,25,1925,1354832,3598,009,3598009,37.758482656,-122.423824319
440,30.92,477 Duboce Av,Castro/Upper Market,8,2,2021-01-22,3,1900,1123004,3537,053,3537053,37.769092897,-122.43080055
441,30.91,445 35th Av,Outer Richmond,1,1,2023-12-05,2,1952,329567,1467,011,1467011,37.780611185,-122.49585323
442,30.89,3048 16th St,Mission,9,1,2022-06-03,88,1909,2553286,3554,013,3554013,37.765232076,-122.420676256
443,30.87,2721 20th St,Mission,9,2,2021-06-10,2,1906,44587,4088,037C,4088037C,37.759116962,-122.408392391
444,30.76,1597 Oak St,Haight Ashbury,5,1,2023-08-24,6,1904,880332,1222,025,1222025,37.771984561,-122.445384332
445,30.68,260 04th Av,Inner Richmond,1,3,2019-07-16,3,1906,52722,1430,035,1430035,37.783819405,-122.462007137
446,30.59,521 Noe St,Castro/Upper Market,8,2,2021-05-03,3,1900,47286,3584,074,3584074,37.760643321,-122.432428948
447,30.53,3855 California St,Presidio Heights,2,1,2023-11-10,4,1915,113457,1040,001,1040001,37.785618955,-122.458342537
448,30.52,298 Pierce St,Haight Ashbury,5,3,2019-05-29,9,1912,131801,0847,025,0847025,37.77242696,-122.433707556
449,30.51,1366 Natoma St,Mission,9,1,2023-08-25,4,1906,683285,3548,070,3548070,37.767321212,-122.418656009
450,30.48,1000 Valencia St,Mission,9,1,2023-04-13,10,1978,1535400,3617,001,3617001,37.756692051,-122.421397957
451,30.46,1226 Grant Av,North Beach,3,1,2023-06-22,3,1907,1149438,0145,015,0145015,37.798431546,-122.406953061
452,30.45,3697 17th St,Castro/Upper Market,8,1,2023-04-10,12,1913,1485407,3579,022,3579022,37.762652402,-122.428288867
453,30.44,652 Capp St,Mission,9,1,2023-07-21,7,1905,809731,3615,038,3615038,37.756201078,-122.41804078
454,30.4,1007 Guerrero St,Mission,9,1,2023-06-23,13,1900,856765,3633,019,3633019,37.754940878,-122.42292999
455,30.23,334 Noe St,Castro/Upper Market,8,3,2019-01-17,6,1928,931210,3563,003,3563003,37.763421683,-122.433303305
456,30.08,454 Waller St,Hayes Valley,5,3,2019-01-30,3,1905,757387,0860,058,0860058,37.771249076,-122.431162389
457,30.08,1035 De Haro St,Potrero Hill,10,3,2019-04-12,3,1912,212435,4160,058,4160058,37.756595887,-122.400501247
458,30.05,494 Lisbon St,Excelsior,11,1,2023-08-08,3,1938,398734,6086,011C,6086011C,37.720671038,-122.434805119
459,29.99,2250 Mission St,Mission,9,1,2023-02-03,19,1975,1395488,3589,109,3589109,37.760950666,-122.419559292
460,29.97,170 Chattanooga St,Noe Valley,8,1,2023-08-21,8,1900,110932,3629,013,3629013,37.753872749,-122.426834328
461,29.95,2598 43rd Av,Sunset/Parkside,4,1,2023-07-03,8,1958,463914,2443,019,2443019,37.738445776,-122.500982007
462,29.91,1857 Mason St,Russian Hill,3,1,2023-04-24,7,1908,984280,0100,001,0100001,37.800778194,-122.412818578
463,29.86,3001 Mission St,Mission,9,1,2021-10-16,33,1916,4582673,6570,013,6570013,37.748832657,-122.41771962
464,29.85,126 Hancock St,Castro/Upper Market,8,1,2023-08-28,3,1907,59104,3584,058,3584058,37.760557626,-122.431240455
465,29.85,2326 20th Av,Sunset/Parkside,4,1,2023-06-21,2,1927,601278,2348,034A,2348034A,37.744328516,-122.476529877
466,29.81,2808 23rd St,Mission,9,1,2023-08-01,2,1890,246168,4151,013,4151013,37.754646194,-122.408678389
467,29.74,299 Webster St,Hayes Valley,5,2,2020-12-03,6,1900,325386,0849,001,0849001,37.773084016,-122.429253602
468,29.69,1465 Oakdale Av,Bayview Hunters Point,10,1,2023-07-19,3,1926,211733,5324,017,5324017,37.732960261,-122.387976381
469,29.67,172 06th St,South of Market,6,1,2023-01-09,76,1913,0,3726,010,3726010,37.779830995,-122.40779517
470,29.67,3500 Market St,Twin Peaks,8,1,2022-07-26,17,1961,2610624,2746,035,2746035,37.75641419,-122.442228658
471,29.65,3145 Cabrillo St,Outer Richmond,1,1,2023-05-30,5,1925,512317,1675,026,1675026,37.773915826,-122.492602124
472,29.64,1237 Noe St,Noe Valley,8,1,2023-07-31,3,1905,78609,6548,020A,6548020A,37.749251337,-122.431445818
473,29.64,1280 38th Av,Sunset/Parkside,4,1,2023-07-13,5,1947,164919,1713,028,1713028,37.763085916,-122.497155905
474,29.64,1355 Lombard St,Russian Hill,3,1,2023-03-09,7,1962,1078958,0502,012,0502012,37.801187225,-122.423864495
475,29.58,2256 Market St,Castro/Upper Market,8,3,2018-08-31,11,1904,1263422,3560,009,3560009,37.765218605,-122.432400789
476,29.56,3775 California St,Presidio Heights,2,1,2023-01-27,9,1921,1273173,1038,040,1038040,37.78576703,-122.456390586
477,29.54,3025 23rd St,Mission,9,1,2023-06-12,6,1907,282798,3640,061,3640061,37.753967445,-122.412619902
478,29.49,875 Fulton St,Hayes Valley,5,1,2023-04-10,8,1965,669888,0797,033,0797033,37.777495128,-122.430930893
479,29.47,2317 20th Av,Sunset/Parkside,4,1,2023-06-22,2,1946,234110,2349,002,2349002,37.744502158,-122.477189127
480,29.45,698 Precita Av,Bernal Heights,9,1,2023-06-23,3,1910,189110,5514,001,5514001,37.748062668,-122.407835667
481,29.45,26 Garces Dr,Lakeshore,7,1,2021-01-12,66,1942,5557530,7341,001,7341001,37.715573382,-122.479193879
482,29.44,1374 Natoma St,Mission,9,3,2018-09-26,4,1906,1092228,3548,071,3548071,37.767252751,-122.418649456
483,29.44,811 Ashbury St,Haight Ashbury,8,1,2023-01-04,5,1906,1427007,1269,003,1269003,37.766909841,-122.446613329
484,29.42,115 Beulah St,Haight Ashbury,8,2,2020-10-22,4,1900,393893,1262,040,1262040,37.767234062,-122.451878546
485,29.37,79 Hill St,Mission,9,1,2023-04-19,2,1885,627300,3617,035,3617035,37.755771937,-122.422688792
486,29.35,1499 Guerrero St,Noe Valley,9,2,2020-10-20,6,1900,294223,6576,008,6576008,37.747315966,-122.422083528
487,29.32,1637 Sacramento St,Nob Hill,3,1,2021-10-19,16,1907,4438194,0644,023,0644023,37.791369206,-122.419818012
488,29.31,548 Steiner St,Hayes Valley,5,1,2023-03-13,6,1907,765000,0827,022,0827022,37.774503977,-122.432321962
489,29.31,833 Bosworth St,West of Twin Peaks,8,1,2023-05-18,2,1946,350472,6758,028B,6758028B,37.733841471,-122.436456478
490,29.31,3225 Folsom St,Bernal Heights,9,1,2023-02-03,6,1905,1050757,5524,063,5524063,37.74630941,-122.413154249
491,29.3,3421 23rd St,Mission,9,1,2023-05-01,14,1925,197892,3644,019,3644019,37.753472047,-122.421294169
492,29.28,1023 Divisadero St,Western Addition,5,1,2023-03-15,3,1900,789538,1153,021,1153021,37.779004812,-122.438978248
493,29.24,1459 Funston Av,Inner Sunset,7,1,2023-05-05,2,1922,379630,1840,012,1840012,37.760868836,-122.470716857
494,29.2,2545 Turk Bl,Lone Mountain/USF,1,1,2023-03-16,2,1939,722631,1161,016,1161016,37.778058624,-122.449574666
495,29.19,438 Broadway,North Beach,3,1,2023-03-13,4,1915,696908,0144,011,0144011,37.798426587,-122.4046472
496,29.18,662 Green St,Chinatown,3,1,2023-03-10,5,1909,682580,0117,008,0117008,37.799661178,-122.410067644
497,29.16,274 Shipley St,South of Market,6,1,2023-05-31,2,1906,114266,3753,117,3753117,37.778668928,-122.404576497
498,29.16,1429 Leavenworth St,Russian Hill,3,1,2023-03-01,15,1913,512255,0187,037,0187037,37.794233867,-122.416724799
499,29.15,334 26th Av,Outer Richmond,1,1,2023-03-29,7,1974,465798,1408,033,1408033,37.78318499,-122.48570812
